1.000000, -0.072923
2.000000, -0.086794
3.000000, -0.098879
4.000000, -0.148991
5.000000, 0.069739
6.000000, -0.085077
7.000000, -0.096128
8.000000, 0.033818
9.000000, -0.171496
10.000000, 0.139067
11.000000, -0.173405
12.000000, -0.079124
13.000000, -0.062755
14.000000, 0.083819
15.000000, 0.071888
16.000000, 0.109365
17.000000, -0.062245
18.000000, 0.228990
19.000000, -0.045993
20.000000, 0.037736
21.000000, -0.106317
22.000000, 0.203417
23.000000, -0.056683
24.000000, -0.121177
25.000000, 0.002174
26.000000, 0.255547
27.000000, -0.051150
28.000000, -0.016786
29.000000, 0.074253
30.000000, 0.128909
31.000000, 0.038258
32.000000, 0.157300
33.000000, -0.058321
34.000000, -0.077879
35.000000, -0.083462
36.000000, 0.124304
37.000000, 0.263387
38.000000, 0.145676
39.000000, 0.128234
40.000000, 0.177439
41.000000, 0.086972
42.000000, 0.032596
43.000000, 0.175725
44.000000, 0.189061
45.000000, 0.243461
46.000000, 0.037005
47.000000, 0.062513
48.000000, -0.040451
49.000000, 0.070353
50.000000, 0.098571
51.000000, 0.219794
52.000000, 0.205821
53.000000, 0.267911
54.000000, 0.321670
55.000000, 0.328416
56.000000, 0.003537
57.000000, 0.184539
58.000000, -0.006080
59.000000, 0.295956
60.000000, 0.104465
61.000000, 0.073722
62.000000, 0.087240
63.000000, 0.037718
64.000000, 0.058552
65.000000, 0.314355
66.000000, 0.278771
67.000000, 0.277732
68.000000, 0.085758
69.000000, 0.023666
70.000000, -0.003469
71.000000, 0.085746
72.000000, 0.236320
73.000000, 0.221849
74.000000, 0.198320
75.000000, 0.046041
76.000000, 0.126581
77.000000, 0.073203
78.000000, 0.289469
79.000000, 0.254849
80.000000, 0.294059
81.000000, 0.109974
82.000000, 0.235428
83.000000, -0.038660
84.000000, 0.311415
85.000000, 0.197306
86.000000, 0.020569
87.000000, 0.204671
88.000000, 0.095473
89.000000, 0.245927
90.000000, 0.019501
91.000000, 0.107750
92.000000, -0.025693
93.000000, -0.077839
94.000000, -0.044413
95.000000, -0.002023
96.000000, 0.119503
97.000000, -0.148561
98.000000, 0.102701
99.000000, -0.077266
100.000000, 0.152073
101.000000, 0.018756
102.000000, -0.024765
103.000000, -0.157310
104.000000, -0.125598
105.000000, -0.080908
106.000000, 0.138521
107.000000, -0.049399
108.000000, -0.218741
109.000000, 0.088870
110.000000, -0.104493
111.000000, 0.064647
112.000000, -0.190585
113.000000, -0.004604
114.000000, -0.305255
115.000000, -0.252528
116.000000, -0.037231
117.000000, -0.079191
118.000000, -0.004778
119.000000, -0.134329
120.000000, -0.169933
121.000000, -0.096290
122.000000, -0.056309
123.000000, -0.059261
124.000000, -0.083862
125.000000, -0.162176
126.000000, -0.281547
127.000000, -0.434397
128.000000, -0.366928
129.000000, -0.465277
130.000000, -0.326530
131.000000, -0.124485
132.000000, -0.373783
133.000000, -0.155927
134.000000, -0.451365
135.000000, -0.393371
136.000000, -0.356855
137.000000, -0.446602
138.000000, -0.229903
139.000000, -0.445761
140.000000, -0.193888
141.000000, -0.434554
142.000000, -0.482178
143.000000, -0.273322
144.000000, -0.184400
145.000000, -0.210316
146.000000, -0.294066
147.000000, -0.251916
148.000000, -0.233342
149.000000, -0.226830
150.000000, -0.491726
151.000000, -0.334692
152.000000, -0.488659
153.000000, -0.409690
154.000000, -0.273744
155.000000, -0.300187
156.000000, -0.487888
