0.060000, 25.600000, 25.300000, 20.042857
0.120000, 26.200000, 25.600000, 20.085849
0.180000, 26.800000, 25.900000, 20.128931
0.240000, 27.400000, 26.200000, 20.172104
0.300000, 28.000000, 26.500000, 20.215366
0.360000, 28.600000, 26.800000, 20.258718
0.420000, 29.200000, 27.100000, 20.302160
0.480000, 29.800000, 27.400000, 20.345692
0.540000, 30.400000, 27.700000, 20.389314
0.600000, 31.000000, 28.000000, 20.433026
0.660000, 31.600000, 28.300000, 20.476829
0.720000, 32.200000, 28.600000, 20.520721
0.780000, 32.800000, 28.900000, 20.564703
0.840000, 33.400000, 29.200000, 20.608775
0.900000, 34.000000, 29.500000, 20.652937
0.960000, 34.600000, 29.800000, 20.697189
1.020000, 35.200000, 30.100000, 20.741531
1.080000, 35.800000, 30.400000, 20.785964
1.140000, 36.400000, 30.700000, 20.830486
1.200000, 37.000000, 31.000000, 20.875098
1.260000, 37.600000, 31.300000, 20.919800
1.320000, 38.200000, 31.600000, 20.964592
1.380000, 38.800000, 31.900000, 21.009474
1.440000, 39.400000, 32.200000, 21.054446
1.500000, 40.000000, 32.500000, 21.099509
1.560000, 40.600000, 32.800000, 21.144661
1.620000, 41.200000, 33.100000, 21.189903
1.680000, 41.800000, 33.400000, 21.235235
1.740000, 42.400000, 33.700000, 21.280657
1.800000, 43.000000, 34.000000, 21.326169
1.860000, 43.600000, 34.300000, 21.371771
1.920000, 44.200000, 34.600000, 21.417464
1.980000, 44.800000, 34.900000, 21.463246
2.040000, 45.400000, 35.200000, 21.509118
2.100000, 46.000000, 35.500000, 21.555080
2.160000, 46.600000, 35.800000, 21.601132
2.220000, 47.200000, 36.100000, 21.647274
2.280000, 47.800000, 36.400000, 21.693506
2.340000, 48.400000, 36.700000, 21.739829
2.400000, 49.000000, 37.000000, 21.786241
2.460000, 49.600000, 37.300000, 21.832743
2.520000, 50.200000, 37.600000, 21.879335
2.580000, 50.800000, 37.900000, 21.926017
2.640000, 51.400000, 38.200000, 21.972789
2.700000, 52.000000, 38.500000, 22.019651
2.760000, 52.600000, 38.800000, 22.066604
2.820000, 53.200000, 39.100000, 22.113646
2.880000, 53.800000, 39.400000, 22.160778
2.940000, 54.400000, 39.700000, 22.208000
3.000000, 55.000000, 40.000000, 22.255312
3.060000, 55.600000, 40.300000, 22.802714
3.120000, 56.200000, 40.600000, 22.850206
3.180000, 56.800000, 40.900000, 22.897789
3.240000, 57.400000, 41.200000, 22.945461
3.300000, 58.000000, 41.500000, 22.993223
3.360000, 58.600000, 41.800000, 23.041075
3.420000, 59.200000, 42.100000, 23.089017
